,    last_scraped,source,name,description,neighborhood_overview,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
214,09/11/2024,city scrape,The Cozy Nest Condo at The Farquharson Flats,"Keep it simple at this tucked-away peaceful and centrally-located condo. New floors, paint, and art feel brand new! Right on the way to Bridger Bowl, walking distance to the M, just a hop to the best bakery in town and across the street from one of Bozeman's newest family friendly parks.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mike,30/08/2019,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,100%,f,2,2,"['email', 'phone']",t,f,Bozeman,Entire condo,Entire home/apt,2,1.0,1,1.0,"[""Radiant heating"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Hangers"", ""Private entrance"", ""Luggage dropoff allowed"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Free washer \u2013 In building"", ""Outdoor furniture"", ""Wifi"", ""Blender"", ""Mountain view"", ""Drying rack for clothing"", ""Lockbox"", ""Exterior security cameras on property"", ""First aid kit"", ""Body soap"", ""TV"", ""Long term stays allowed"", ""Ethernet connection"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""Shared patio or balcony"", ""Hot water kettle"", ""Bathtub"", ""Fire pit"", ""Essentials"", ""Portable air conditioning"", ""Window AC unit"", ""Self check-in"", ""Freezer"", ""Babysitter recommendations"", ""Shower gel"", ""Free dryer \u2013 In building"", ""Dedicated workspace"", ""Dishes and silverware"", ""Dishwasher"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Oven"", ""Iron"", ""Electric stove"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",99%,30,60,30.0,60.0,t,0,2,2,144,4,0,18/12/2021,12/05/2024,4.92,4.96,4.96,4.99,4.95,4.9,4.88,t,1,2.18
215,09/11/2024,city scrape,Midtown Birdhouse,"This cozy upstairs apartment is located in the middle of town, walking distance to major venues, the University, and Downtown Bozeman.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Kenneth,23/07/2021,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,92%,f,1,2,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,4,1.0,1,2.0,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Free parking on premises"", ""Wifi"", ""Mountain view"", ""Lockbox"", ""Exterior security cameras on property"", ""First aid kit"", ""Pets allowed"", ""Coffee maker"", ""BBQ grill"", ""Fire extinguisher"", ""38 inch TV"", ""Window AC unit"", ""Self check-in"", ""Fire pit"", ""Dishes and silverware"", ""Dedicated workspace"", ""Heating"", ""Backyard"", ""Smoke alarm"", ""Kitchen""]",112%,2,21,2.0,21.0,t,24,44,69,322,30,2,29/07/2021,03/11/2024,4.67,4.73,4.68,4.92,4.93,4.91,4.62,f,1,2.58
216,09/11/2024,city scrape,Adorable 1 bedroom in Bozeman w/off street parking,"Be in Bozeman in a peaceful setting with access to trails within walking distance. Sourdough Canyon and Hyalite Canyon are nearby. Downtown is a 7 minute drive with access to great cafes, bars, and easy access to all of Bozeman's great adventures.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Olivia,03/01/2016,"Tucson, AZ","I am a born and raised Tucsonan but have spent many years living out East and abroad. Tucson will always be my home. I try to escape the summer heat and travel all over the world.  
",within an hour,100%,87%,f,3,3,"['email', 'phone']",t,t,Bozeman,Entire guest suite,Entire home/apt,2,1.0,1,1.0,"[""Refrigerator"", ""Portable fans"", ""Hangers"", ""Free parking on premises"", ""Free washer \u2013 In building"", ""Wifi"", ""Blender"", ""Clothing storage: walk-in closet and closet"", ""TV"", ""Long term stays allowed"", ""Cleaning products"", ""Hair dryer"", ""Bed linens"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Portable heater"", ""Dishes and silverware"", ""Dedicated workspace"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Central heating"", ""Smoke alarm"", ""Cooking basics"", ""Valley view"", ""Air conditioning"", ""Kitchen""]",88%,5,99,5.0,99.0,t,18,18,18,18,7,1,29/08/2021,14/10/2024,4.89,5.0,5.0,4.89,5.0,4.95,5.0,f,1,0.49
217,09/11/2024,city scrape,Welcoming 3 BDRM/2.5 BA home—sleeps up to 9!,"Enjoy your time exploring the Gallatin Valley and come back to relax in this warm and inviting single-family home. With its central location, you have many options to get out and about on foot, bike or car.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Emily,21/09/2015,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,100%,t,1,1,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,7,2.5,3,5.0,"[""Children\u2019s dinnerware"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Portable fans"", ""Hangers"", ""Outdoor dining area"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Wifi"", ""Blender"", ""Mountain view"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""Frigidaire stainless steel induction stove"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""High chair"", ""Fire extinguisher"", ""Keypad"", ""Outlet covers"", ""Hair dryer"", ""Bed linens"", ""Barbecue utensils"", ""Bluetooth sound system"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Maytag refrigerator"", ""Self check-in"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Freezer"", ""Shower gel"", ""Dishes and silverware"", ""Dishwasher"", ""Frigidaire stainless steel single oven"", ""Coffee maker: drip coffee maker"", ""54 inch HDTV with DVD player"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Board games"", ""Baby safety gates"", ""Wine glasses"", ""Dining table"", ""Iron"", ""Free dryer \u2013 In unit"", ""AC - split type ductless system"", ""Coffee"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Private BBQ grill: gas"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Shampoo"", ""Exercise equipment: free weights, yoga mat"", ""Kitchen"", ""Room-darkening shades""]",249%,3,60,3.0,1125.0,t,11,11,40,77,22,2,08/08/2021,21/10/2024,4.99,5.0,5.0,5.0,5.0,4.99,4.96,f,1,2.24
218,09/11/2024,city scrape,Comfy Modern Industrial 1 Bedroom Condo,"Modern, industrial designed flat/1-bedroom condo. Great location with easy access to downtown Bozeman, Big Sky and Bridger Bowl. King size bed in the bedroom and a queen blow up mattress for kids and guests. A separate unit downstairs with two twin beds is available upon special request.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Sean,02/08/2021,"Bozeman, MT",I live and work in Bozeman and this unit is above my office. ,within an hour,100%,100%,f,1,2,"['email', 'phone']",t,f,Bozeman,Entire condo,Entire home/apt,4,1.0,1,1.0,"[""Children\u2019s dinnerware"", ""Refrigerator"", ""Hangers"", ""Carbon monoxide alarm"", ""Stainless steel oven"", ""Free parking on premises"", ""Microwave"", ""Books and reading material"", ""Wifi"", ""Blender"", ""Safe"", ""First aid kit"", ""Body soap"", ""TV"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Stainless steel electric stove"", ""Bluetooth sound system"", ""Hot water kettle"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Central heating"", ""Board games"", ""Wine glasses"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Conditioner"", ""Children\u2019s books and toys for ages 2-5 years old"", ""Smoke alarm"", ""Cooking basics"", ""Private patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Kitchen"", ""Room-darkening shades""]",130%,2,365,2.0,365.0,t,0,0,0,93,20,2,16/08/2021,20/10/2024,4.97,4.97,4.97,5.0,4.98,4.85,4.86,f,1,1.68
219,09/11/2024,city scrape,Heart of Bozeman: Two-Bedroom Private Suite,"This two-bedroom basement suite is located right in the heart of Bozeman. Newly renovated with private access and plenty of indoor storage for all of your gear.  Three queen beds and a pull out couch make this a great spot for your family or friends to relax after a day of exploring all that Bozeman has to offer. <br />We are 30 minutes to Bridger Bowl, 50 minutes to Big Sky, and a 5 minute bike ride to downtown Bozeman.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Ken,05/03/2021,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,100%,t,1,2,['phone'],t,f,Bozeman,Entire guest suite,Entire home/apt,6,1.0,2,4.0,"[""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""First aid kit"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Essentials"", ""Smart lock"", ""Portable heater"", ""Self check-in"", ""Dedicated workspace"", ""Central heating"", ""Iron"", ""Smoke alarm"", ""Cooking basics"", ""Kitchen""]",202%,1,14,1.0,1125.0,t,0,0,0,74,30,0,13/08/2021,04/10/2024,4.94,4.96,4.96,4.98,4.93,4.83,4.79,f,1,2.73
220,09/11/2024,city scrape,"Downtown Oasis - Modern Condo in Downtown Bozeman,","Newly built, gorgeous apartment just one block from Bozeman's downtown!","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,4,2.0,2,3.0,"[""Refrigerator"", ""Private entrance"", ""Portable fans"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""TV with standard cable"", ""Stove"", ""Lockbox"", ""Coffee maker"", ""Fire extinguisher"", ""Free parking garage on premises \u2013 1 space"", ""Barbecue utensils"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Mini fridge"", ""Hot water"", ""Private BBQ grill: gas"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",167%,1,1125,19.2,447.5,t,21,21,31,244,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,t,41,2.1
221,09/11/2024,city scrape,Bozeman Southside Retreat - 30+ Night Rental Home,Well Appointed Home on Bozeman's South Side,"Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,6,2.5,3,4.0,"[""Refrigerator"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Outdoor furniture"", ""Wifi"", ""TV with standard cable"", ""Indoor fireplace"", ""Pets allowed"", ""Coffee maker"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Toaster"", ""Heating"", ""Washer"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Keypad"", ""Kitchen""]",167%,1,1125,25.1,226.8,t,29,59,89,333,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,t,41,2.1
222,09/11/2024,city scrape,Heart of Bozeman - Luxury Condo in Downtown Bozema,Luxury Condo in Downtown Bozeman,"Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,2,1.5,1,1.0,"[""Refrigerator"", ""Private entrance"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""TV with standard cable"", ""Stove"", ""Lockbox"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Washer"", ""Oven"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",97%,1,1125,19.4,439.8,t,15,45,52,289,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,t,41,2.1
223,09/11/2024,city scrape,Peak View Townhome - Modern Townhome with Amazing,"Modern Townhome with Amazing Views, 30 Night Minimum","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire townhouse,Entire home/apt,6,3.0,3,4.0,"[""Refrigerator"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Indoor fireplace"", ""Stove"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Keypad"", ""Kitchen""]",150%,27,1125,29.1,375.6,t,19,34,64,308,1,0,01/10/2024,01/10/2024,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,41,0.75
224,09/11/2024,city scrape,Skyview Penthouse- Luxury penthouse in downtown Bo,Luxury penthouse in downtown Bozeman!,"Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,4,2.5,2,2.0,"[""Refrigerator"", ""Private entrance"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Stove"", ""Lockbox"", ""TV"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water kettle"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Shampoo"", ""Kitchen""]",150%,27,1125,28.1,727.8,t,0,0,0,158,1,0,30/03/2024,30/03/2024,5.0,5.0,5.0,5.0,5.0,5.0,4.0,t,41,0.13
225,09/11/2024,city scrape,Bridger View Loft -New 30+ Day Furnished Rental Ne,Wonderful 2 bedroom and 2 bath long-term rental within walking distance of downtown with incredible views of the Bridger mountains.,"Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Mountain Home,13/11/2017,"Bozeman, MT","Mountain Home is run by members of the local community, fully owned by locals, and boasts a track record of over two decades in operation. This is advantageous for you, as we possess an in-depth understanding of the region and a profound familiarity with all our vacation rentals in Montana.",within an hour,97%,100%,t,111,196,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,4,2.0,2,3.0,"[""Refrigerator"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""TV with standard cable"", ""Indoor fireplace"", ""Stove"", ""Lockbox"", ""Fire extinguisher"", ""Hair dryer"", ""Bathtub"", ""Dryer"", ""Essentials"", ""Self check-in"", ""Freezer"", ""Dishwasher"", ""Dishes and silverware"", ""Heating"", ""Washer"", ""Dining table"", ""Oven"", ""Mini fridge"", ""Smoke alarm"", ""Cooking basics"", ""Air conditioning"", ""Kitchen""]",127%,1,1125,1.3,1115.1,t,0,0,0,6,0,0,2018-01-01,2024-10-01,4.9,4.9,4.9,4.9,4.9,4.9,4.8,t,41,2.1
226,09/11/2024,city scrape,Downtown Bozeman Western Cottage,"Enjoy this log home in Bozeman’s most soulful neighborhood.  Walkable to the famous Wild Crumb Bakery, Treeline Cafe, Mountains Walking Brewery, and Downtown Bozeman.  This 1940s traditional Montana cottage is the perfect retreat to experience life like a local.  Backyard, private parking, and a safe neighborhood will help you rest easy at night.","We may be a bit biased, but we think our house boasts the absolute best location in all of Bozeman. Within a 5 minute walk of our home is an incredible bakery (Wild Crumb), the best coffee the city has to offer (Treeline), many great breweries, restaurants,  bars, the main street of town with cute shops, and trails galore webbing out from the Bozeman Public Library (yup,our library moonlights as a trailhead!) Despite being so close to everything,  the house is on an incredibly quiet street, nestled amongst other charming homes.",Alexandria,07/10/2011,"Big Sky, MT","Some numbers: In the (12) years I’ve been a member of the AirBnB community, I've stayed in over (100) AirBnBs across (6) continents, rented out (5) of my living spaces while traveling, and met my (1)  husband while staying in his AirBnB.  

To say I love this platform is an understatement.  It has fundamentally changed how I navigate the world and provides me with the freedom to see more of it.

I aim to be the best host you've ever had because I understand first hand how important accommodation is to a great experience on the road. 

I aim to be the best guest you've ever had because I understand how personal it is to open up your home to travelers. ",within an hour,100%,100%,t,14,22,"['email', 'phone', 'work_email']",t,t,Bozeman,Entire cottage,Entire home/apt,4,1.0,2,2.0,"[""Refrigerator"", ""Private entrance"", ""Portable fans"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Patio or balcony"", ""Carbon monoxide alarm"", ""Outdoor dining area"", ""Microwave"", ""Outdoor furniture"", ""Free driveway parking on premises \u2013 2 spaces"", ""First aid kit"", ""Body soap"", ""BBQ grill: gas"", ""Long term stays allowed"", ""Cleaning products"", ""Fire extinguisher"", ""Barbecue utensils"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Essentials"", ""Fast wifi \u2013 158 Mbps"", ""Freezer"", ""Indoor fireplace: gas"", ""Fire pit"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Heating"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Wine glasses"", ""Dining table"", ""Oven"", ""Free dryer \u2013 In unit"", ""AC - split type ductless system"", ""Electric stove"", ""Hot water"", ""Ceiling fan"", ""Conditioner"", ""Coffee"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Kitchen"", ""Ethernet connection""]",249%,2,45,5.8,1125.0,t,0,0,0,165,35,1,21/09/2021,13/10/2024,4.94,4.95,4.93,4.97,4.97,4.99,4.88,t,1,3.09
227,09/11/2024,city scrape,ADU208: Immaculate 1-bedroom downtown ADU,Unwind in the sizable comforts of this small modern space.,ADU208 is five blocks from the center of downtown Bozeman. It is four blocks from the heart of Bozeman's Northeast Neighborhood.,Bozeman Montana,14/11/2016,"Bozeman, MT","Hi. My name is Reno Walsh. I am the owner of Bozeman Montana Vacation Rentals. 

I sincerely appreciate Bozeman, Montana. I moved here in 1995 and immediately launched a career in the tourism industry. I met my wife to be on the summit of Saddle Peak in the Bridger Mountain Range just outside of town and a few years later I proposed to her in a raft on Montana’s Smith River. We were married downtown Bozeman at Lindley Park. Today we are the proud parents of two living in our own home on Bozeman’s northeast side. I’m an active volunteer and leader in the community. I’m the owner of a successful short-term rental and long-term downtown Bozeman vacation rental on North Montana Ave.

Bozeman Montana Vacation Rentals understands the importance of excellent customer service. I’ve guided thousands of guests around the world on active vacations. I’ve hosted thousands at food, wine, and beer conferences around the world. And, we have hosted over a thousand guests at our vacation rentals. Guests trust us and consistently rate their experience at the highest level. ",within an hour,100%,100%,t,4,4,"['email', 'phone']",t,t,Bozeman,Entire home,Entire home/apt,2,1.0,1,1.0,"[""Natural shampoo"", ""Radiant heating"", ""Natural conditioner"", ""Portable fans"", ""Hangers"", ""Alexa sound system with Bluetooth and aux"", ""Refrigerator"", ""Private entrance"", ""Laundromat nearby"", ""Shared backyard \u2013 Not fully fenced"", ""Carbon monoxide alarm"", ""Free driveway parking on premises \u2013 1 space"", ""Microwave"", ""Books and reading material"", ""Outdoor furniture"", ""Blender"", ""Mountain view"", ""Cleaning available during stay"", ""Drying rack for clothing"", ""First aid kit"", ""Room-darkening shades"", ""Long term stays allowed"", ""Natural body soap"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Hair dryer"", ""Bed linens"", ""42 inch HDTV with Hulu, Netflix, standard cable"", ""Hot water kettle"", ""Shared patio or balcony"", ""Essentials"", ""Self check-in"", ""Fast wifi \u2013 88 Mbps"", ""Freezer"", ""Dishwasher"", ""Shower gel"", ""Dishes and silverware"", ""Dedicated workspace"", ""Toaster"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Wine glasses"", ""AEG stainless steel induction stove"", ""Dining table"", ""Oven"", ""Iron"", ""Coffee maker: drip coffee maker, french press, Keurig coffee machine, pour-over coffee"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Hot water"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Keypad"", ""Clothing storage: walk-in closet and dresser"", ""Kitchen"", ""Ethernet connection""]",172%,2,1125,2.1,1125.0,t,21,43,67,322,21,2,04/10/2021,21/10/2024,4.95,4.95,5.0,4.97,5.0,4.93,4.88,f,4,1.54
228,09/11/2024,city scrape,Spacious King Suite Studio in Heart of Bozeman,"Kick back and relax after a day of exploration in this calm, spacious studio. enjoy some grub and beer in the neighboring parking lot of Outlaw Brewing.","Excellent neighborhood, close to parks, campus, great restaurants and everything you need for a comfortable stay.",Katie,13/12/2019,"Bozeman, MT",Hello! I've been an airbnb host and traveler for many years.,within an hour,100%,100%,t,9,13,"['email', 'phone']",t,t,Bozeman,Entire condo,Entire home/apt,2,1.0,1,0.0,"[""Refrigerator"", ""Private entrance"", ""Free parking on premises"", ""Microwave"", ""Wifi"", ""Mountain view"", ""Clothing storage"", ""Cleaning available during stay"", ""Coffee maker"", ""Long term stays allowed"", ""Cleaning products"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Keypad"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""43 inch TV with Netflix"", ""Portable air conditioning"", ""Self check-in"", ""Dishes and silverware"", ""Toaster"", ""Heating"", ""Dining table"", ""Mini fridge"", ""Coffee"", ""Conditioner"", ""Free street parking"", ""Smoke alarm"", ""Cooking basics"", ""Shampoo"", ""Room-darkening shades""]",69%,27,365,27.0,1125.0,t,30,60,90,112,1,0,11/09/2021,20/12/2023,4.82,4.88,4.94,4.91,4.93,4.8,4.71,f,5,4.67
